match_id
76.0
84.0
83.0
85.0
81.0
87.0
88.0
91.0
89.0
90.0
93.0
94.0
103.0
105.0
108.0
104.0
109.0
113.0
113.0
114.0
115.0
117.0
116.0
118.0
119.0
121.0
120.0
124.0
122.0
125.0
127.0
123.0
134.0
135.0
129.0
128.0
142.0
138.0
136.0
130.0
156.0
159.0
162.0
157.0
163.0
164.0
165.0
166.0
167.0
169.0
168.0
170.0
171.0
176.0
177.0
180.0
181.0
178.0
179.0
183.0
184.0
185.0
186.0
458.0
465.0
188.0
491.0
559.0
513.0
691.0
812.0
800.0
799.0
848.0
892.0
894.0
961.0
912.0
990.0
1338.0
889.0
1511.0
1476.0
1540.0
1559.0
1600.0
1384.0
1642.0
1647.0
1666.0
1665.0
1385.0
1615.0
1747.0
1430.0
1821.0
1824.0
1800.0
1704.0
1834.0
1876.0
1889.0
1339.0
1904.0
1915.0
1934.0
1928.0
1954.0
2055.0
""
2136.0
2176.0
2177.0
2194.0
260396.0
290673.0
2187.0
260397.0
260398.0
290669.0
2906.0
290670.0
2249.0
2229.0
2211.0
2269.0
2303.0
2309.0
2315.0
290671.0
2377.0
2380.0
2396.0
2406.0
2420.0
2430.0
